Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1665921148,2022-10-16T11:52:28Z,ENT4009,"52.179752,20.962679",0,0,168
1665921169,2022-10-16T11:52:49Z,ENT4009,"52.179955,20.962601",0,3,165
1665921186,2022-10-16T11:53:06Z,ENT4009,"52.180161,20.962486",0,2,210
1665921209,2022-10-16T11:53:29Z,ENT4009,"52.180286,20.962698",0,1,255
1665921594,2022-10-16T11:59:54Z,ENT4009,"52.180241,20.962345",0,6,258
1665921599,2022-10-16T11:59:59Z,ENT4009,"52.180206,20.96207",0,8,258
1665921605,2022-10-16T12:00:05Z,ENT4009,"52.180149,20.961639",0,10,258
1665921612,2022-10-16T12:00:12Z,ENT4009,"52.180088,20.961149",0,11,258
1665921618,2022-10-16T12:00:18Z,ENT4009,"52.180019,20.960619",0,12,258
1665921622,2022-10-16T12:00:22Z,ENT4009,"52.179943,20.960217",0,12,253
1665921626,2022-10-16T12:00:26Z,ENT4009,"52.179867,20.959972",0,12,241
1665921629,2022-10-16T12:00:29Z,ENT4009,"52.179787,20.959717",0,12,239
1665921632,2022-10-16T12:00:32Z,ENT4009,"52.179695,20.959482",0,12,239
1665921635,2022-10-16T12:00:35Z,ENT4009,"52.179611,20.959246",0,12,241
1665921638,2022-10-16T12:00:38Z,ENT4009,"52.179508,20.958958",0,13,241
1665921643,2022-10-16T12:00:43Z,ENT4009,"52.179356,20.958521",0,12,241
1665921652,2022-10-16T12:00:52Z,ENT4009,"52.179153,20.957928",0,11,241
1665921658,2022-10-16T12:00:58Z,ENT4009,"52.179039,20.957565",0,6,241
1665921731,2022-10-16T12:02:11Z,ENT4009,"52.178947,20.957317",0,6,241
1665921737,2022-10-16T12:02:17Z,ENT4009,"52.178833,20.956989",0,9,241
1665921743,2022-10-16T12:02:23Z,ENT4009,"52.178707,20.95665",0,11,239
1665921749,2022-10-16T12:02:29Z,ENT4009,"52.178566,20.956224",0,9,239
1665921755,2022-10-16T12:02:35Z,ENT4009,"52.178364,20.956116",0,8,191
1665921765,2022-10-16T12:02:45Z,ENT4009,"52.178055,20.956383",0,8,151
1665921772,2022-10-16T12:02:52Z,ENT4009,"52.177704,20.956696",0,17,151
1665921776,2022-10-16T12:02:56Z,ENT4009,"52.177368,20.956974",0,27,151
1665921778,2022-10-16T12:02:58Z,ENT4009,"52.177063,20.957245",0,36,151
1665921779,2022-10-16T12:02:59Z,ENT4009,"52.176842,20.957451",0,44,151
1665921780,2022-10-16T12:03:00Z,ENT4009,"52.176586,20.957676",0,49,151
1665921781,2022-10-16T12:03:01Z,ENT4009,"52.176365,20.957853",0,53,151
1665921783,2022-10-16T12:03:03Z,ENT4009,"52.175854,20.958303",0,61,151
1665921784,2022-10-16T12:03:04Z,ENT4009,"52.175564,20.958578",0,65,151
1665921785,2022-10-16T12:03:05Z,ENT4009,"52.17527,20.958834",0,69,151
1665921786,2022-10-16T12:03:06Z,ENT4009,"52.174988,20.959053",0,72,151
1665921793,2022-10-16T12:03:13Z,ENT4009,"52.172817,20.960972",200,96,151
1665921803,2022-10-16T12:03:23Z,ENT4009,"52.167789,20.965366",200,133,151
1665921811,2022-10-16T12:03:31Z,ENT4009,"52.162899,20.969683",200,158,151
1665921816,2022-10-16T12:03:36Z,ENT4009,"52.159332,20.972824",175,165,151
1665921827,2022-10-16T12:03:47Z,ENT4009,"52.152557,20.978622",375,179,152
1665921834,2022-10-16T12:03:54Z,ENT4009,"52.146606,20.983652",525,186,152
1665921840,2022-10-16T12:04:00Z,ENT4009,"52.141708,20.987854",675,190,152
1665921846,2022-10-16T12:04:06Z,ENT4009,"52.137016,20.991812",850,195,152
1665921852,2022-10-16T12:04:12Z,ENT4009,"52.132408,20.995893",1075,195,151
1665921858,2022-10-16T12:04:18Z,ENT4009,"52.127792,20.999985",1300,194,151
1665921864,2022-10-16T12:04:24Z,ENT4009,"52.122391,21.004639",1500,195,154
1665921870,2022-10-16T12:04:30Z,ENT4009,"52.117092,21.007273",1625,197,166
1665921873,2022-10-16T12:04:33Z,ENT4009,"52.114437,21.007664",1675,197,175
1665921876,2022-10-16T12:04:36Z,ENT4009,"52.111542,21.007309",1750,197,187
1665921879,2022-10-16T12:04:39Z,ENT4009,"52.109299,21.006393",1825,197,193
1665921882,2022-10-16T12:04:42Z,ENT4009,"52.107082,21.005075",1900,196,204
1665921885,2022-10-16T12:04:45Z,ENT4009,"52.104218,21.002579",2025,195,208
1665921888,2022-10-16T12:04:48Z,ENT4009,"52.102112,21.000214",2150,193,214
1665921891,2022-10-16T12:04:51Z,ENT4009,"52.09996,20.997391",2275,193,218
1665921894,2022-10-16T12:04:54Z,ENT4009,"52.097763,20.994339",2400,190,220
1665921897,2022-10-16T12:04:57Z,ENT4009,"52.096611,20.992832",2525,188,219
1665921898,2022-10-16T12:04:58Z,ENT4009,"52.095657,20.991516",2550,187,219
1665921901,2022-10-16T12:05:01Z,ENT4009,"52.093025,20.987967",2700,186,219
1665921905,2022-10-16T12:05:05Z,ENT4009,"52.090603,20.984358",2875,183,223
1665921909,2022-10-16T12:05:09Z,ENT4009,"52.088608,20.980606",3000,182,229
1665921913,2022-10-16T12:05:13Z,ENT4009,"52.086834,20.976667",3150,181,235
1665921916,2022-10-16T12:05:16Z,ENT4009,"52.085484,20.973057",3250,179,239
