Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1665948825,2022-10-16T19:33:45Z,WZZ1539,"52.179287,20.962482",0,0,331
1665948873,2022-10-16T19:34:33Z,WZZ1539,"52.179062,20.962715",0,3,343
1665948888,2022-10-16T19:34:48Z,WZZ1539,"52.178833,20.962753",0,3,317
1665948909,2022-10-16T19:35:09Z,WZZ1539,"52.178627,20.962906",0,2,267
1665948927,2022-10-16T19:35:27Z,WZZ1539,"52.178593,20.963116",0,1,241
1665949208,2022-10-16T19:40:08Z,WZZ1539,"52.178516,20.962875",0,7,241
1665949214,2022-10-16T19:40:14Z,WZZ1539,"52.178398,20.962524",0,9,241
1665949220,2022-10-16T19:40:20Z,WZZ1539,"52.178272,20.962162",0,9,241
1665949227,2022-10-16T19:40:27Z,WZZ1539,"52.178146,20.961761",0,9,241
1665949233,2022-10-16T19:40:33Z,WZZ1539,"52.178032,20.96138",0,9,241
1665949238,2022-10-16T19:40:38Z,WZZ1539,"52.177914,20.961071",0,10,239
1665949244,2022-10-16T19:40:44Z,WZZ1539,"52.177677,20.960865",0,10,208
1665949248,2022-10-16T19:40:48Z,WZZ1539,"52.177471,20.960875",0,11,182
1665949255,2022-10-16T19:40:55Z,WZZ1539,"52.177105,20.961208",0,14,151
1665949259,2022-10-16T19:40:59Z,WZZ1539,"52.176853,20.961443",0,15,151
1665949262,2022-10-16T19:41:02Z,WZZ1539,"52.176643,20.96162",0,16,151
1665949266,2022-10-16T19:41:06Z,WZZ1539,"52.176399,20.961817",0,16,151
1665949269,2022-10-16T19:41:09Z,WZZ1539,"52.176155,20.962032",0,16,151
1665949276,2022-10-16T19:41:16Z,WZZ1539,"52.175697,20.962429",0,18,151
1665949282,2022-10-16T19:41:22Z,WZZ1539,"52.175179,20.962875",0,20,151
1665949287,2022-10-16T19:41:27Z,WZZ1539,"52.174667,20.963326",0,23,151
1665949294,2022-10-16T19:41:34Z,WZZ1539,"52.174038,20.963877",0,24,151
1665949300,2022-10-16T19:41:40Z,WZZ1539,"52.17342,20.964405",0,25,151
1665949305,2022-10-16T19:41:45Z,WZZ1539,"52.172836,20.964928",0,25,151
1665949312,2022-10-16T19:41:52Z,WZZ1539,"52.172268,20.965425",0,25,151
1665949318,2022-10-16T19:41:58Z,WZZ1539,"52.171497,20.96611",0,25,151
1665949323,2022-10-16T19:42:03Z,WZZ1539,"52.17099,20.966543",0,25,151
1665949329,2022-10-16T19:42:09Z,WZZ1539,"52.170364,20.967083",0,26,151
1665949337,2022-10-16T19:42:17Z,WZZ1539,"52.169472,20.967865",0,26,151
1665949342,2022-10-16T19:42:22Z,WZZ1539,"52.168888,20.96838",0,26,151
1665949348,2022-10-16T19:42:28Z,WZZ1539,"52.168236,20.968933",0,27,151
1665949354,2022-10-16T19:42:34Z,WZZ1539,"52.167641,20.969467",0,26,151
1665949360,2022-10-16T19:42:40Z,WZZ1539,"52.167057,20.969963",0,19,151
1665949366,2022-10-16T19:42:46Z,WZZ1539,"52.166695,20.970369",0,16,137
1665949368,2022-10-16T19:42:48Z,WZZ1539,"52.166622,20.970573",0,16,126
1665949371,2022-10-16T19:42:51Z,WZZ1539,"52.166542,20.970917",0,15,115
1665949373,2022-10-16T19:42:53Z,WZZ1539,"52.166462,20.971184",0,15,115
1665949376,2022-10-16T19:42:56Z,WZZ1539,"52.166389,20.97143",0,15,115
1665949378,2022-10-16T19:42:58Z,WZZ1539,"52.166302,20.971737",0,16,115
1665949381,2022-10-16T19:43:01Z,WZZ1539,"52.166199,20.972137",0,17,115
1665949384,2022-10-16T19:43:04Z,WZZ1539,"52.166088,20.972507",0,18,115
1665949387,2022-10-16T19:43:07Z,WZZ1539,"52.165993,20.972843",0,19,115
1665949389,2022-10-16T19:43:09Z,WZZ1539,"52.165924,20.973078",0,19,115
