Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1665932667,2022-10-16T15:04:27Z,LOT4YH,"52.169128,20.972443",0,0,75
1665932728,2022-10-16T15:05:28Z,LOT4YH,"52.16909,20.972214",0,2,75
1665932739,2022-10-16T15:05:39Z,LOT4YH,"52.169094,20.971985",0,2,75
1665932753,2022-10-16T15:05:53Z,LOT4YH,"52.16906,20.971756",0,2,75
1665932764,2022-10-16T15:06:04Z,LOT4YH,"52.169025,20.971546",0,3,73
1665932775,2022-10-16T15:06:15Z,LOT4YH,"52.16898,20.971336",0,3,70
1665932787,2022-10-16T15:06:27Z,LOT4YH,"52.168945,20.971127",0,2,56
1665932801,2022-10-16T15:06:41Z,LOT4YH,"52.168888,20.970917",0,2,11
1665932955,2022-10-16T15:09:15Z,LOT4YH,"52.16906,20.970688",0,8,331
1665932962,2022-10-16T15:09:22Z,LOT4YH,"52.1693,20.970448",0,10,331
1665932968,2022-10-16T15:09:28Z,LOT4YH,"52.169556,20.970232",0,10,331
1665932974,2022-10-16T15:09:34Z,LOT4YH,"52.169827,20.970001",0,10,331
1665932979,2022-10-16T15:09:39Z,LOT4YH,"52.170033,20.96982",0,10,331
1665932986,2022-10-16T15:09:46Z,LOT4YH,"52.170319,20.969563",0,10,331
1665932992,2022-10-16T15:09:52Z,LOT4YH,"52.170582,20.969349",0,10,331
1665932998,2022-10-16T15:09:58Z,LOT4YH,"52.170815,20.969152",0,10,331
1665933004,2022-10-16T15:10:04Z,LOT4YH,"52.171036,20.968937",0,10,331
1665933010,2022-10-16T15:10:10Z,LOT4YH,"52.17128,20.968721",0,9,331
1665933016,2022-10-16T15:10:16Z,LOT4YH,"52.171524,20.968525",0,8,329
1665933021,2022-10-16T15:10:21Z,LOT4YH,"52.171627,20.968271",0,8,300
1665933026,2022-10-16T15:10:26Z,LOT4YH,"52.171635,20.968018",0,8,272
1665933030,2022-10-16T15:10:30Z,LOT4YH,"52.171577,20.96777",0,8,250
1665933034,2022-10-16T15:10:34Z,LOT4YH,"52.171513,20.967564",0,8,244
1665933038,2022-10-16T15:10:38Z,LOT4YH,"52.171444,20.967348",0,8,241
1665933042,2022-10-16T15:10:42Z,LOT4YH,"52.17136,20.967083",0,9,241
1665933046,2022-10-16T15:10:46Z,LOT4YH,"52.171314,20.966839",0,9,253
