Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1666024716,2022-10-17T16:38:36Z,AEE873,"52.171555,20.970211",0,0,61
1666025295,2022-10-17T16:48:15Z,AEE873,"52.171349,20.970173",0,0,61
1666025366,2022-10-17T16:49:26Z,AEE873,"52.171555,20.970287",0,0,61
1666025826,2022-10-17T16:57:06Z,AEE873,"52.171661,20.969976",0,0,61
1666025854,2022-10-17T16:57:34Z,AEE873,"52.171623,20.970325",0,0,61
1666025950,2022-10-17T16:59:10Z,AEE873,"52.171326,20.970388",0,0,61
1666026126,2022-10-17T17:02:06Z,AEE873,"52.171444,20.970173",0,0,61
1666026163,2022-10-17T17:02:43Z,AEE873,"52.171658,20.970173",0,0,61
1666026294,2022-10-17T17:04:54Z,AEE873,"52.171326,20.970251",0,0,61
1666026353,2022-10-17T17:05:53Z,AEE873,"52.171669,20.97023",0,0,61
1666026475,2022-10-17T17:07:55Z,AEE873,"52.1716,20.970497",0,0,61
1666026500,2022-10-17T17:08:20Z,AEE873,"52.171646,20.970154",0,0,61
1666026506,2022-10-17T17:08:26Z,AEE873,"52.171429,20.97031",0,0,61
1666026609,2022-10-17T17:10:09Z,AEE873,"52.171501,20.969976",0,0,61
1666026625,2022-10-17T17:10:25Z,AEE873,"52.17149,20.970331",0,0,61
1666026670,2022-10-17T17:11:10Z,AEE873,"52.17136,20.969976",0,0,61
1666026682,2022-10-17T17:11:22Z,AEE873,"52.171383,20.970194",0,0,61
1666026779,2022-10-17T17:12:59Z,AEE873,"52.171452,20.969982",0,0,61
1666026806,2022-10-17T17:13:26Z,AEE873,"52.171417,20.970331",0,0,61
1666027060,2022-10-17T17:17:40Z,AEE873,"52.171478,20.970095",0,2,61
1666027076,2022-10-17T17:17:56Z,AEE873,"52.171394,20.969868",0,3,61
1666027087,2022-10-17T17:18:07Z,AEE873,"52.171326,20.969658",0,3,61
1666027101,2022-10-17T17:18:21Z,AEE873,"52.171246,20.969429",0,3,64
1666027117,2022-10-17T17:18:37Z,AEE873,"52.17112,20.969219",0,1,98
1666027138,2022-10-17T17:18:58Z,AEE873,"52.171059,20.969015",0,1,137
1666027162,2022-10-17T17:19:22Z,AEE873,"52.171162,20.9688",0,1,151
1666027342,2022-10-17T17:22:22Z,AEE873,"52.170952,20.969015",0,6,151
1666027351,2022-10-17T17:22:31Z,AEE873,"52.170719,20.969212",0,8,151
1666027357,2022-10-17T17:22:37Z,AEE873,"52.170502,20.96941",0,9,151
1666027366,2022-10-17T17:22:46Z,AEE873,"52.170128,20.969723",0,12,151
1666027371,2022-10-17T17:22:51Z,AEE873,"52.169823,20.969997",0,13,151
1666027377,2022-10-17T17:22:57Z,AEE873,"52.169521,20.970251",0,14,151
1666027384,2022-10-17T17:23:04Z,AEE873,"52.169147,20.970585",0,15,151
1666027390,2022-10-17T17:23:10Z,AEE873,"52.168716,20.970955",0,16,151
1666027396,2022-10-17T17:23:16Z,AEE873,"52.168316,20.971298",0,17,151
1666027403,2022-10-17T17:23:23Z,AEE873,"52.167858,20.971699",0,18,151
1666027408,2022-10-17T17:23:28Z,AEE873,"52.16745,20.972057",0,18,151
1666027416,2022-10-17T17:23:36Z,AEE873,"52.16687,20.972548",0,19,151
1666027422,2022-10-17T17:23:42Z,AEE873,"52.166378,20.972979",0,17,151
1666027428,2022-10-17T17:23:48Z,AEE873,"52.166008,20.973312",0,11,149
1666027433,2022-10-17T17:23:53Z,AEE873,"52.165844,20.973528",0,11,132
1666027437,2022-10-17T17:23:57Z,AEE873,"52.16573,20.973803",0,11,115
1666027440,2022-10-17T17:24:00Z,AEE873,"52.165646,20.974077",0,11,115
1666027444,2022-10-17T17:24:04Z,AEE873,"52.165569,20.974369",0,12,115
1666027448,2022-10-17T17:24:08Z,AEE873,"52.165482,20.974667",0,12,115
1666027452,2022-10-17T17:24:12Z,AEE873,"52.16539,20.975019",0,13,115
1666027455,2022-10-17T17:24:15Z,AEE873,"52.165321,20.975254",0,13,115
1666027460,2022-10-17T17:24:20Z,AEE873,"52.16518,20.975725",0,14,115
1666027467,2022-10-17T17:24:27Z,AEE873,"52.164993,20.976374",0,15,115
1666027473,2022-10-17T17:24:33Z,AEE873,"52.164814,20.977039",0,16,115
1666027479,2022-10-17T17:24:39Z,AEE873,"52.164612,20.977766",0,17,115
1666027486,2022-10-17T17:24:46Z,AEE873,"52.164368,20.978628",0,19,115
1666027491,2022-10-17T17:24:51Z,AEE873,"52.164185,20.97929",0,20,115
1666027498,2022-10-17T17:24:58Z,AEE873,"52.163887,20.98032",0,21,115
1666027503,2022-10-17T17:25:03Z,AEE873,"52.163692,20.981022",0,19,115
1666027511,2022-10-17T17:25:11Z,AEE873,"52.16341,20.982023",0,17,115
1666027517,2022-10-17T17:25:17Z,AEE873,"52.163204,20.982748",0,16,115
1666027523,2022-10-17T17:25:23Z,AEE873,"52.16304,20.983334",0,15,115
1666027529,2022-10-17T17:25:29Z,AEE873,"52.162857,20.984001",0,14,115
1666027534,2022-10-17T17:25:34Z,AEE873,"52.162735,20.984377",0,13,123
1666027539,2022-10-17T17:25:39Z,AEE873,"52.16254,20.984632",0,12,157
1666027543,2022-10-17T17:25:43Z,AEE873,"52.162273,20.984669",0,13,185
1666027547,2022-10-17T17:25:47Z,AEE873,"52.162067,20.984554",0,13,202
1666027551,2022-10-17T17:25:51Z,AEE873,"52.161839,20.984383",0,14,205
1666027555,2022-10-17T17:25:55Z,AEE873,"52.16161,20.984221",0,15,205
1666027558,2022-10-17T17:25:58Z,AEE873,"52.1614,20.984064",0,15,205
1666027562,2022-10-17T17:26:02Z,AEE873,"52.161072,20.983828",0,16,205
1666027566,2022-10-17T17:26:06Z,AEE873,"52.16082,20.983639",0,17,205
1666027571,2022-10-17T17:26:11Z,AEE873,"52.160431,20.983337",0,18,205
1666027579,2022-10-17T17:26:19Z,AEE873,"52.15979,20.982857",0,20,205
1666027584,2022-10-17T17:26:24Z,AEE873,"52.159328,20.982513",0,20,205
1666027591,2022-10-17T17:26:31Z,AEE873,"52.158726,20.982075",0,20,205
1666027596,2022-10-17T17:26:36Z,AEE873,"52.158257,20.98173",0,20,205
1666027606,2022-10-17T17:26:46Z,AEE873,"52.157452,20.981121",0,20,205
1666027612,2022-10-17T17:26:52Z,AEE873,"52.156906,20.980721",0,21,205
1666027617,2022-10-17T17:26:57Z,AEE873,"52.156498,20.980413",0,17,205
1666027623,2022-10-17T17:27:03Z,AEE873,"52.156128,20.980148",0,12,205
1666027629,2022-10-17T17:27:09Z,AEE873,"52.155922,20.9799",0,9,227
1666027632,2022-10-17T17:27:12Z,AEE873,"52.155834,20.979689",0,10,239
1666027636,2022-10-17T17:27:16Z,AEE873,"52.155766,20.979473",0,10,241
1666027639,2022-10-17T17:27:19Z,AEE873,"52.155685,20.979237",0,10,241
1666027643,2022-10-17T17:27:23Z,AEE873,"52.155602,20.978985",0,8,241
1666027649,2022-10-17T17:27:29Z,AEE873,"52.155521,20.978746",0,6,241
1666027656,2022-10-17T17:27:36Z,AEE873,"52.15543,20.978491",0,6,241
1666027661,2022-10-17T17:27:41Z,AEE873,"52.155361,20.978279",0,5,241
1666027699,2022-10-17T17:28:19Z,AEE873,"52.155289,20.97806",0,2,241
1666027709,2022-10-17T17:28:29Z,AEE873,"52.155209,20.977825",0,6,241
1666027716,2022-10-17T17:28:36Z,AEE873,"52.155102,20.977491",0,9,241
1666027722,2022-10-17T17:28:42Z,AEE873,"52.154976,20.977079",0,11,241
1666027728,2022-10-17T17:28:48Z,AEE873,"52.154858,20.976727",0,7,250
1666027733,2022-10-17T17:28:53Z,AEE873,"52.154869,20.976505",0,5,270
1666027743,2022-10-17T17:29:03Z,AEE873,"52.155098,20.976429",0,3,326
1666027757,2022-10-17T17:29:17Z,AEE873,"52.155556,20.976028",0,24,331
1666027762,2022-10-17T17:29:22Z,AEE873,"52.156483,20.975246",0,55,331
1666027764,2022-10-17T17:29:24Z,AEE873,"52.156872,20.974903",0,60,331
1666027765,2022-10-17T17:29:25Z,AEE873,"52.157139,20.974667",0,66,331
1666027766,2022-10-17T17:29:26Z,AEE873,"52.157558,20.974293",0,76,331
1666027768,2022-10-17T17:29:28Z,AEE873,"52.158012,20.973902",0,80,331
1666027770,2022-10-17T17:29:30Z,AEE873,"52.158669,20.973339",0,90,331
1666027774,2022-10-17T17:29:34Z,AEE873,"52.160225,20.971966",0,105,331
