Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1666103534,2022-10-18T14:32:14Z,LOT7MW,"52.172733,20.966015",0,0,208
1666103741,2022-10-18T14:35:41Z,LOT7MW,"52.172527,20.965786",0,6,225
1666103748,2022-10-18T14:35:48Z,LOT7MW,"52.172421,20.965582",0,7,225
1666103754,2022-10-18T14:35:54Z,LOT7MW,"52.172173,20.965538",0,9,168
1666103759,2022-10-18T14:35:59Z,LOT7MW,"52.171967,20.9657",0,10,151
1666103766,2022-10-18T14:36:06Z,LOT7MW,"52.171623,20.965996",0,13,151
1666103772,2022-10-18T14:36:12Z,LOT7MW,"52.171314,20.966263",0,14,151
1666103776,2022-10-18T14:36:16Z,LOT7MW,"52.171051,20.966492",0,15,151
1666103780,2022-10-18T14:36:20Z,LOT7MW,"52.170822,20.966702",0,16,151
1666103786,2022-10-18T14:36:26Z,LOT7MW,"52.170349,20.967113",0,18,151
1666103792,2022-10-18T14:36:32Z,LOT7MW,"52.169849,20.967545",0,19,151
1666103798,2022-10-18T14:36:38Z,LOT7MW,"52.169384,20.967937",0,20,151
1666103804,2022-10-18T14:36:44Z,LOT7MW,"52.168846,20.968409",0,20,151
1666103810,2022-10-18T14:36:50Z,LOT7MW,"52.168339,20.968857",0,21,151
1666103817,2022-10-18T14:36:57Z,LOT7MW,"52.167709,20.96941",0,22,151
1666103825,2022-10-18T14:37:05Z,LOT7MW,"52.167057,20.969982",0,18,151
1666103828,2022-10-18T14:37:08Z,LOT7MW,"52.16687,20.970194",0,18,143
1666103830,2022-10-18T14:37:10Z,LOT7MW,"52.166718,20.970428",0,19,132
1666103832,2022-10-18T14:37:12Z,LOT7MW,"52.166611,20.970663",0,19,120
1666103836,2022-10-18T14:37:16Z,LOT7MW,"52.166462,20.971165",0,19,115
1666103837,2022-10-18T14:37:17Z,LOT7MW,"52.166401,20.971371",0,19,112
1666103840,2022-10-18T14:37:20Z,LOT7MW,"52.166302,20.971756",0,19,115
1666103842,2022-10-18T14:37:22Z,LOT7MW,"52.166222,20.972042",0,20,115
1666103844,2022-10-18T14:37:24Z,LOT7MW,"52.16613,20.972385",0,20,115
